Dist,First,Last,Party,2015 PVI,2015 Raw PVI,Rank
AL-01,Bradley,Byrne,R,R+14,R+14.46,362
AL-02,Martha,Roby,R,R+16,R+16.06,380
AL-03,Mike,Rogers,R,R+15,R+15.34,375
AL-04,Robert,Aderholt,R,R+28,R+27.71,429
AL-05,Mo,Brooks,R,R+17,R+16.73,385
AL-06,Gary,Palmer,R,R+27,R+27.43,428
AL-07,Terri,Sewell,D,D+20,D+20.25,57
AK-00,Don,Young,R,R+11,R+10.65,315
AZ-01,Ann,Kirkpatrick,D,R+4,R+3.76,232
AZ-02,Martha,McSally,R,R+3,R+3.11,224
AZ-03,Raúl,Grijalva,D,D+9,D+9.15,121
AZ-04,Paul,Gosar,R,R+20,R+19.99,407
AZ-05,Matt,Salmon,R,R+17,R+16.86,386
AZ-06,David,Schweikert,R,R+12,R+12.38,335
AZ-07,Ruben,Gallego,D,D+19,D+18.73,63
AZ-08,Trent,Franks,R,R+15,R+14.64,367
AZ-09,Kyrsten,Sinema,D,EVEN,R+0.17,192
AR-01,Rick,Crawford,R,R+14,R+14.3,360
AR-02,French,Hill,R,R+8,R+8.15,281
AR-03,Steve,Womack,R,R+19,R+19.32,403
AR-04,Bruce,Westerman,R,R+15,R+15.26,373
CA-01,Doug,LaMalfa,R,R+10,R+10.19,311
CA-02,Jared,Huffman,D,D+20,D+19.94,59
CA-03,John,Garamendi,D,D+4,D+3.53,173
CA-04,Tom,McClintock,R,R+11,R+10.91,319
CA-05,Mike,Thompson,D,D+20,D+19.54,61
CA-06,Doris,Matsui,D,D+18,D+18.26,67
CA-07,Ami,Bera,D,EVEN,R+0.19,193
CA-08,Paul,Cook,R,R+9,R+9.46,296
CA-09,Jerry,McNerney,D,D+6,D+6.36,145
CA-10,Jeff,Denham,R,R+1,R+0.68,198
CA-11,Mark,DeSaulnier,D,D+17,D+17.27,71
CA-12,Nancy,Pelosi,D,D+35,D+34.6,11
CA-13,Barbara,Lee,D,D+38,D+38.07,4
CA-14,Jackie,Speier,D,D+23,D+23.48,43
CA-15,Eric,Swalwell,D,D+17,D+16.96,74
CA-16,Jim,Costa,D,D+7,D+7.18,138
CA-17,Mike,Honda,D,D+21,D+20.76,54
CA-18,Anna,Eshoo,D,D+18,D+18.28,66
CA-19,Zoe,Lofgren,D,D+20,D+19.79,60
CA-20,Sam,Farr,D,D+21,D+20.78,53
CA-21,David,Valadao,R,D+3,D+2.6,177
CA-22,Devin,Nunes,R,R+10,R+9.78,304
CA-23,Kevin,McCarthy,R,R+15,R+15.31,374
CA-24,Lois,Capps,D,D+4,D+3.83,168
CA-25,Steve,Knight,R,R+3,R+3.04,223
CA-26,Julia,Brownley,D,D+3,D+3.47,174
CA-27,Judy,Chu,D,D+11,D+11.46,104
CA-28,Adam,Schiff,D,D+20,D+20.2,58
CA-29,Tony,Cárdenas,D,D+26,D+26.07,37
CA-30,Brad,Sherman,D,D+15,D+14.7,85
CA-31,Pete,Aguilar,D,D+6,D+5.93,149
CA-32,Grace,Napolitano,D,D+14,D+13.59,93
CA-33,Ted,Lieu,D,D+11,D+10.55,111
CA-34,Xavier,Becerra,D,D+32,D+31.98,16
CA-35,Norma,Torres,D,D+16,D+15.86,80
CA-36,Raul,Ruiz,D,R+1,R+0.8,199
CA-37,Karen,Bass,D,D+35,D+34.51,12
CA-38,Linda,Sánchez,D,D+13,D+13.05,97
CA-39,Ed,Royce,R,R+4,R+4.17,236
CA-40,Lucille,Roybal-Allard,D,D+30,D+29.97,21
CA-41,Mark,Takano,D,D+10,D+9.92,115
CA-42,Ken,Calvert,R,R+10,R+9.62,301
CA-43,Maxine,Waters,D,D+27,D+26.68,32
CA-44,Janice,Hahn,D,D+33,D+33.18,15
CA-45,Mimi,Walters,R,R+7,R+7.46,273
CA-46,Loretta,Sanchez,D,D+10,D+9.79,116
CA-47,Alan,Lowenthal,D,D+9,D+8.73,125
CA-48,Dana,Rohrabacher,R,R+8,R+7.52,275
CA-49,Darrell,Issa,R,R+5,R+4.78,239
CA-50,Duncan D.,Hunter,R,R+14,R+13.58,353
CA-51,Juan,Vargas,D,D+17,D+17.36,69
CA-52,Scott,Peters,D,D+2,D+1.61,182
CA-53,Susan,Davis,D,D+10,D+10.35,112
CO-01,Diana,DeGette,D,D+18,D+18.49,64
CO-02,Jared,Polis,D,D+8,D+7.75,134
CO-03,Scott,Tipton,R,R+5,R+4.9,240
CO-04,Ken,Buck,R,R+12,R+11.62,325
CO-05,Doug,Lamborn,R,R+13,R+12.83,344
CO-06,Mike,Coffman,R,D+1,D+0.66,185
CO-07,Ed,Perlmutter,D,D+5,D+5.45,155
CT-01,John B.,Larson,D,D+12,D+12.28,102
CT-02,Joe,Courtney,D,D+5,D+5.04,158
CT-03,Rosa,DeLauro,D,D+11,D+10.94,109
CT-04,Jim,Himes,D,D+4,D+4.28,164
CT-05,Elizabeth,Esty,D,D+3,D+2.5,178
DE-00,John,Carney,D,D+8,D+7.85,132
FL-01,Jeff,Miller,R,R+21,R+21.4,414
FL-02,Gwen,Graham,D,R+5,R+5.27,248
FL-03,Ted,Yoho,R,R+14,R+13.98,356
FL-04,Ander,Crenshaw,R,R+19,R+19.13,400
FL-05,Corrine,Brown,D,D+21,D+21.33,50
FL-06,Ron,DeSantis,R,R+10,R+9.6,300
FL-07,John,Mica,R,R+4,R+4.44,237
FL-08,Bill,Posey,R,R+9,R+9.33,294
FL-09,Alan,Grayson,D,D+9,D+9.17,120
FL-10,Daniel,Webster,R,R+6,R+6.06,261
FL-11,Rich,Nugent,R,R+11,R+11.05,321
FL-12,Gus,Bilirakis,R,R+7,R+6.6,267
FL-13,David,Jolly,R,R+1,R+1.36,206
FL-14,Kathy,Castor,D,D+13,D+13.32,94
FL-15,Dennis,Ross,R,R+6,R+5.96,258
FL-16,Vern,Buchanan,R,R+6,R+6.27,263
FL-17,Tom,Rooney,R,R+10,R+10,308
FL-18,Patrick,Murphy,D,R+4,R+3.59,229
FL-19,Curt,Clawson,R,R+12,R+12.46,337
FL-20,Alcee,Hastings,D,D+30,D+30.17,20
FL-21,Ted,Deutch,D,D+9,D+9.28,118
FL-22,Lois,Frankel,D,D+3,D+2.95,175
FL-23,Debbie,Wasserman Schultz,D,D+9,D+9.27,119
FL-24,Frederica,Wilson,D,D+35,D+34.94,10
FL-25,Mario,Díaz-Balart,R,R+4,R+3.89,234
FL-26,Carlos,Curbelo,R,EVEN,D+0.32,187
FL-27,Ileana,Ros-Lehtinen,R,EVEN,R+0.13,191
GA-01,Buddy,Carter,R,R+9,R+8.62,289
GA-02,Sanford,Bishop,D,D+6,D+6.33,146
GA-03,Lynn,Westmoreland,R,R+19,R+18.73,398
GA-04,Hank,Johnson,D,D+22,D+21.53,49
GA-05,John,Lewis,D,D+32,D+31.87,17
GA-06,Tom,Price,R,R+14,R+13.85,355
GA-07,Rob,Woodall,R,R+13,R+13.33,351
GA-08,Austin,Scott,R,R+14,R+14.5,363
GA-09,Doug,Collins,R,R+31,R+30.75,433
GA-10,Jody,Hice,R,R+15,R+14.56,365
GA-11,Barry,Loudermilk,R,R+20,R+19.69,406
GA-12,Rick,Allen,R,R+8,R+8.29,283
GA-13,David,Scott,D,D+17,D+17.03,73
GA-14,Tom,Graves,R,R+26,R+26.1,424
HI-01,Mark,Takai,D,D+18,D+18.38,65
HI-02,Tulsi,Gabbard,D,D+21,D+20.87,52
ID-01,Raúl,Labrador,R,R+19,R+18.54,395
ID-02,Mike,Simpson,R,R+17,R+17.38,389
IL-01,Bobby,Rush,D,D+28,D+27.55,29
IL-02,Robin,Kelly,D,D+29,D+29.03,25
IL-03,Dan,Lipinski,D,D+5,D+5,159
IL-04,Luis,Gutiérrez,D,D+30,D+29.93,22
IL-05,Mike,Quigley,D,D+16,D+15.92,79
IL-06,Peter,Roskam,R,R+5,R+5.08,244
IL-07,Danny K.,Davis,D,D+36,D+36.2,7
IL-08,Tammy,Duckworth,D,D+7,D+7.04,141
IL-09,Jan,Schakowsky,D,D+15,D+14.55,87
IL-10,Bob,Dold,R,D+7,D+7.25,137
IL-11,Bill,Foster,D,D+7,D+7.4,135
IL-12,Mike,Bost,R,EVEN,R+0.42,196
IL-13,Rodney,Davis,R,R+1,R+1.03,202
IL-14,Randy,Hultgren,R,R+6,R+6,259
IL-15,John,Shimkus,R,R+15,R+15.45,377
IL-16,Adam,Kinzinger,R,R+5,R+5.01,241
IL-17,Cheri,Bustos,D,D+7,D+6.71,142
IL-18,Aaron,Schock,R,R+13,R+12.62,340
IN-01,Pete,Visclosky,D,D+10,D+10.13,113
IN-02,Jackie,Walorski,R,R+8,R+7.69,277
IN-03,Marlin,Stutzman,R,R+14,R+14.28,359
IN-04,Todd,Rokita,R,R+13,R+12.82,343
IN-05,Susan,Brooks,R,R+10,R+9.57,298
IN-06,Luke,Messer,R,R+13,R+12.72,341
IN-07,André,Carson,D,D+12,D+12.34,101
IN-08,Larry,Buchson,R,R+10,R+9.89,305
IN-09,Todd,Young,R,R+10,R+9.52,297
IA-01,Rod,Blum,R,D+5,D+5.08,157
IA-02,Dave,Loebsack,D,D+5,D+4.53,161
IA-03,David,Young,R,EVEN,D+0.02,189
IA-04,Steve,King,R,R+6,R+5.72,256
KS-01,Tim,Huelskamp,R,R+23,R+23.29,418
KS-02,Lynn,Jenkins,R,R+8,R+8.41,286
KS-03,Kevin,Yoder,R,R+6,R+6.18,262
KS-04,Mike,Pompeo,R,R+15,R+14.62,366
KY-01,Ed,Whitfield,R,R+19,R+18.59,397
KY-02,Brett,Guthrie,R,R+16,R+16.2,381
KY-03,John,Yarmuth,D,D+4,D+4.22,165
KY-04,Thomas,Massie,R,R+16,R+16.4,383
KY-05,Hal,Rogers,R,R+27,R+26.62,427
KY-06,Andy,Barr,R,R+9,R+8.73,290
LA-01,Steve,Scalise,R,R+25,R+25.35,420
LA-02,Cedric,Richmond,D,D+24,D+23.77,42
LA-03,Charles,Boustany,R,R+19,R+19.14,401
LA-04,John,Fleming,R,R+12,R+12.14,331
LA-05,Ralph,Abraham,R,R+14,R+14.37,361
LA-06,Garret,Graves,R,R+20,R+20.08,410
ME-01,Chellie,Pingree,D,D+9,D+8.82,123
ME-02,Bruce,Poliquin,R,D+2,D+2.26,179
MD-01,Andy,Harris,R,R+14,R+14.03,358
MD-02,Dutch,Ruppersberger,D,D+11,D+11.22,107
MD-03,John,Sarbanes,D,D+10,D+9.94,114
MD-04,Donna,Edwards,D,D+26,D+26.09,36
MD-05,Steny,Hoyer,D,D+15,D+14.5,88
MD-06,John,Delaney,D,D+4,D+3.93,167
MD-07,Elijah,Cummings,D,D+25,D+24.75,40
MD-08,Chris,Van Hollen,D,D+11,D+11.21,108
MA-01,Richard,Neal,D,D+13,D+12.83,98
MA-02,Jim,McGovern,D,D+8,D+8.04,129
MA-03,Niki,Tsongas,D,D+6,D+5.95,148
MA-04,Joe,Kennedy III,D,D+6,D+6.06,147
MA-05,Katherine,Clark,D,D+14,D+14.25,90
MA-06,Seth,Moulton,D,D+4,D+3.61,171
MA-07,Mike,Capuano,D,D+32,D+31.67,18
MA-08,Stephen F.,Lynch,D,D+6,D+6.5,143
MA-09,Bill,Keating,D,D+4,D+4.47,162
MI-01,Dan,Benishek,R,R+5,R+5.36,255
MI-02,Bill,Huizenga,R,R+8,R+7.58,276
MI-03,Justin,Amash,R,R+5,R+5.06,243
MI-04,John,Moolenaar,R,R+5,R+5.3,250
MI-05,Dan,Kildee,D,D+10,D+9.6,117
MI-06,Fred,Upton,R,R+2,R+1.9,211
MI-07,Tim,Walberg,R,R+3,R+3.14,227
MI-08,Mike,Bishop,R,R+3,R+2.88,222
MI-09,Sander,Levin,D,D+6,D+5.67,150
MI-10,Candice,Miller,R,R+7,R+7.03,270
MI-11,Dave,Trott,R,R+4,R+4.17,235
MI-12,Debbie,Dingell,D,D+15,D+14.79,84
MI-13,John,Conyers,D,D+34,D+33.59,13
MI-14,Brenda,Lawrence,D,D+29,D+29.01,26
MN-01,Tim,Walz,D,R+1,R+1.33,205
MN-02,John,Kline,R,R+2,R+2.02,212
MN-03,Erik,Paulsen,R,R+2,R+1.62,209
MN-04,Betty,McCollum,D,D+11,D+11.4,105
MN-05,Keith,Ellison,D,D+23,D+22.88,45
MN-06,Tom,Emmer,R,R+10,R+9.58,299
MN-07,Collin,Peterson,D,R+7,R+6.54,265
MN-08,Rick,Nolan,D,D+1,D+0.79,184
MS-01,Alan,Nunnelee,R,R+15,R+15.09,371
MS-02,Bennie,Thompson,D,D+14,D+13.83,92
MS-03,Gregg,Harper,R,R+13,R+13.12,345
MS-04,Steven,Palazzo,R,R+21,R+20.84,413
MO-01,Lacy,Clay,D,D+29,D+28.54,27
MO-02,Ann,Wagner,R,R+9,R+9.13,293
MO-03,Blaine,Luetkemeyer,R,R+14,R+14.01,357
MO-04,Vicky,Hartzler,R,R+14,R+13.79,354
MO-05,Emanuel,Cleaver,D,D+8,D+8.3,128
MO-06,Sam,Graves,R,R+12,R+12.36,334
MO-07,Billy,Long,R,R+20,R+20.17,412
MO-08,Jason,Smith,R,R+18,R+18.1,393
MT-00,Ryan,Zinke,R,R+8,R+7.96,280
NE-01,Jeff,Fortenberry,R,R+10,R+9.96,306
NE-02,Brad,Ashford,D,R+5,R+5.03,242
NE-03,Adrian,Smith,R,R+23,R+23.2,417
NV-01,Dina,Titus,D,D+14,D+14.36,89
NV-02,Mark,Amodei,R,R+5,R+5.33,252
NV-03,Joe,Heck,R,R+1,R+0.96,200
NV-04,Cresent,Hardy,R,D+4,D+3.62,170
NH-01,Frank,Guinta,R,R+1,R+0.98,201
NH-02,Annie,Kuster,D,D+3,D+2.9,176
NJ-01,Donald,Norcross,D,D+13,D+13.29,95
NJ-02,Frank,LoBiondo,R,D+2,D+1.7,181
NJ-03,Tom,MacArthur,R,EVEN,R+0.24,194
NJ-04,Chris,Smith,R,R+7,R+7.08,271
NJ-05,Scott,Garrett,R,R+4,R+3.81,233
NJ-06,Frank,Pallone,D,D+9,D+8.98,122
NJ-07,Leonard,Lance,R,R+5,R+5.34,254
NJ-08,Albio,Sires,D,D+25,D+25.36,39
NJ-09,Bill,Pascrell,D,D+15,D+15.45,81
NJ-10,Donald,Payne Jr.,D,D+35,D+35.22,9
NJ-11,Rodney,Frelinghuysen,R,R+5,R+5.23,246
NJ-12,Bonnie,Watson Coleman,D,D+15,D+14.63,86
NM-01,Michelle,Lujan Grisham,D,D+6,D+6.42,144
NM-02,Steve,Pearce,R,R+5,R+5.26,247
NM-03,Ben Ray,Luján,D,D+8,D+7.95,131
NY-01,Lee,Zeldin,R,R+2,R+1.72,210
NY-02,Peter T.,King,R,EVEN,R+0.3,195
NY-03,Steve,Israel,D,EVEN,R+0.44,197
NY-04,Kathleen,Rice,D,D+4,D+3.72,169
NY-05,Gregory,Meeks,D,D+37,D+36.76,5
NY-06,Grace,Meng,D,D+15,D+15.04,82
NY-07,Nydia,Velázquez,D,D+36,D+35.98,8
NY-08,Hakeem,Jeffries,D,D+37,D+36.52,6
NY-09,Yvette,Clarke,D,D+33,D+33.2,14
NY-10,Jerry,Nadler,D,D+23,D+22.67,46
NY-11,Dan,Donovan,R,R+1,R+1.08,203
NY-12,Carolyn,Maloney,D,D+26,D+26.46,34
NY-13,Charles,Rangel,D,D+43,D+42.62,2
NY-14,Joe,Crowley,D,D+28,D+27.91,28
NY-15,José E.,Serrano,D,D+44,D+44.05,1
NY-16,Eliot,Engel,D,D+22,D+21.66,48
NY-17,Nita,Lowey,D,D+5,D+5.49,154
NY-18,Sean Patrick,Maloney,D,EVEN,R+0.1,190
NY-19,Chris,Gibson,R,D+1,D+0.98,183
NY-20,Paul,Tonko,D,D+8,D+7.77,133
NY-21,Elise,Stefanik,R,D+1,D+0.59,186
NY-22,Richard L.,Hanna,R,R+3,R+2.58,218
NY-23,Tom,Reed,R,R+3,R+2.76,220
NY-24,John,Katko,R,D+6,D+5.51,153
NY-25,Louise,Slaughter,D,D+7,D+7.39,136
NY-26,Brian,Higgins,D,D+13,D+12.52,100
NY-27,Chris,Collins,R,R+8,R+8.33,284
NC-01,G. K.,Butterfield,D,D+21,D+20.51,56
NC-02,Renee,Ellmers,R,R+10,R+10.12,310
NC-03,Walter B.,Jones Jr.,R,R+11,R+11.35,323
NC-04,David,Price,D,D+21,D+20.68,55
NC-05,Virginia,Foxx,R,R+12,R+11.58,324
NC-06,Mark,Walker,R,R+10,R+10.45,314
NC-07,David,Rouzer,R,R+12,R+11.72,328
NC-08,Richard,Hudson,R,R+11,R+10.88,318
NC-09,Robert,Pittenger,R,R+9,R+8.61,288
NC-10,Patrick,McHenry,R,R+11,R+10.81,317
NC-11,Mark,Meadows,R,R+13,R+13.38,352
NC-12,Alma,Adams,D,D+27,D+26.58,33
NC-13,George,Holding,R,R+9,R+8.59,287
ND-00,Kevin,Cramer,R,R+11,R+11.08,322
OH-01,Steve,Chabot,R,R+5,R+5.3,251
OH-02,Brad,Wenstrup,R,R+8,R+7.87,278
OH-03,Joyce,Beatty,D,D+18,D+17.68,68
OH-04,Jim,Jordan,R,R+9,R+9.12,292
OH-05,Bob,Latta,R,R+7,R+6.92,269
OH-06,Bill,Johnson,R,R+8,R+8.27,282
OH-07,Bob,Gibbs,R,R+7,R+6.56,266
OH-08,John,Boehner,R,R+15,R+14.93,370
OH-09,Marcy,Kaptur,D,D+16,D+16.06,77
OH-10,Mike,Turner,R,R+3,R+3.12,226
OH-11,Marcia,Fudge,D,D+31,D+31.13,19
OH-12,Pat,Tiberi,R,R+8,R+7.52,274
OH-13,Tim,Ryan,D,D+11,D+11.25,106
OH-14,David,Joyce,R,R+4,R+3.74,231
OH-15,Steve,Stivers,R,R+5,R+5.3,249
OH-16,Jim,Renacci,R,R+6,R+6.03,260
OK-01,Jim,Bridenstine,R,R+18,R+17.77,391
OK-02,Markwayne,Mullin,R,R+20,R+19.68,405
OK-03,Frank,Lucas,R,R+26,R+26.06,423
OK-04,Tom,Cole,R,R+19,R+19.24,402
OK-05,Steve,Russell,R,R+12,R+11.64,326
OR-01,Suzanne,Bonamici,D,D+7,D+7.07,140
OR-02,Greg,Walden,R,R+10,R+10.07,309
OR-03,Earl,Blumenauer,D,D+22,D+22.24,47
OR-04,Peter,DeFazio,D,D+2,D+1.71,180
OR-05,Kurt,Schrader,D,EVEN,D+0.02,188
PA-01,Bob,Brady,D,D+29,D+29.4,23
PA-02,Chaka,Fattah,D,D+39,D+38.65,3
PA-03,Mike,Kelly,R,R+8,R+7.92,279
PA-04,Scott,Perry,R,R+9,R+9.42,295
PA-05,Glenn,Thompson,R,R+9,R+8.93,291
PA-06,Ryan,Costello,R,R+2,R+2.42,214
PA-07,Pat,Meehan,R,R+2,R+2.31,213
PA-08,Mike,Fitzpatrick,R,R+1,R+1.48,207
PA-09,Bill,Shuster,R,R+15,R+14.78,368
PA-10,Tom,Marino,R,R+12,R+12.42,336
PA-11,Lou,Barletta,R,R+7,R+6.54,264
PA-12,Keith,Rothfus,R,R+10,R+9.97,307
PA-13,Brendan,Boyle,D,D+14,D+13.99,91
PA-14,Mike,Doyle,D,D+16,D+16.23,76
PA-15,Charlie,Dent,R,R+3,R+2.81,221
PA-16,Joe,Pitts,R,R+5,R+4.63,238
PA-17,Matt,Cartwright,D,D+4,D+4.11,166
PA-18,Tim,Murphy,R,R+10,R+10.24,312
RI-01,David,Cicilline,D,D+15,D+14.98,83
RI-02,James,Langevin,D,D+9,D+8.61,127
SC-01,Mark,Sanford,R,R+11,R+11.03,320
SC-02,Joe,Wilson,R,R+15,R+15.34,376
SC-03,Jeff,Duncan,R,R+18,R+17.65,390
SC-04,Trey,Gowdy,R,R+15,R+15.2,372
SC-05,Mick,Mulvaney,R,R+8,R+8.34,285
SC-06,Jim,Clyburn,D,D+21,D+21.19,51
SC-07,Tom,Rice,R,R+7,R+7.23,272
SD-00,Kristi,Noem,R,R+10,R+10.38,313
TN-01,Phil,Roe,R,R+26,R+25.56,422
TN-02,Jimmy,Duncan,R,R+20,R+20.04,409
TN-03,Chuck,Fleischmann,R,R+16,R+16.28,382
TN-04,Scott,DesJarlais,R,R+18,R+17.97,392
TN-05,Jim,Cooper,D,D+5,D+4.76,160
TN-06,Diane,Black,R,R+21,R+21.44,415
TN-07,Marsha,Blackburn,R,R+18,R+18.18,394
TN-08,Stephen,Fincher,R,R+19,R+18.85,399
TN-09,Steve,Cohen,D,D+26,D+26.28,35
TX-01,Louie,Gohmert,R,R+24,R+23.91,419
TX-02,Ted,Poe,R,R+16,R+15.9,379
TX-03,Sam,Johnson,R,R+17,R+16.9,387
TX-04,John,Ratcliffe,R,R+26,R+26.17,425
TX-05,Jeb,Hensnarling,R,R+17,R+16.92,388
TX-06,Joe,Barton,R,R+11,R+10.79,316
TX-07,John,Culberson,R,R+13,R+12.82,342
TX-08,Kevin,Brady,R,R+29,R+29.29,431
TX-09,Al,Green,D,D+26,D+25.73,38
TX-10,Michael,McCaul,R,R+12,R+11.89,330
TX-11,Mike,Conaway,R,R+32,R+31.69,434
TX-12,Kay,Granger,R,R+19,R+19.33,404
TX-13,Mac,Thornberry,R,R+33,R+32.71,435
TX-14,Randy,Weber,R,R+12,R+11.81,329
TX-15,Rubén,Hinojosa,D,D+6,D+5.58,151
TX-16,Beto,O'Rourke,D,D+13,D+12.64,99
TX-17,Bill,Flores,R,R+13,R+13.21,347
TX-18,Sheila,Jackson Lee,D,D+25,D+24.56,41
TX-19,Randy,Neugebauer,R,R+26,R+26.31,426
TX-20,Joaquin,Castro,D,D+7,D+7.14,139
TX-21,Lamar,Smith,R,R+13,R+12.61,339
TX-22,Pete,Olson,R,R+15,R+14.78,369
TX-23,Will,Hurd,R,R+3,R+3.33,228
TX-24,Kenny,Marchant,R,R+13,R+13.2,346
TX-25,Roger,Williams,R,R+13,R+12.56,338
TX-26,Michael C.,Burgess,R,R+20,R+20.16,411
TX-27,Blake,Farenthold,R,R+13,R+13.26,348
TX-28,Henry,Cuellar,D,D+8,D+7.96,130
TX-29,Gene,Green,D,D+13,D+13.25,96
TX-30,Eddie Bernice,Johnson,D,D+27,D+27.46,30
TX-31,John,Carter,R,R+12,R+12.26,333
TX-32,Pete,Sessions,R,R+10,R+9.72,303
TX-33,Marc,Veasey,D,D+19,D+19.37,62
TX-34,Filemon,Vela Jr.,D,D+9,D+8.75,124
TX-35,Lloyd,Doggett,D,D+12,D+12.02,103
TX-36,Brian,Babin,R,R+25,R+25.44,421
UT-01,Rob,Bishop,R,R+29,R+29.11,430
UT-02,Chris,Stewart,R,R+20,R+20,408
UT-03,Jason,Chaffetz,R,R+30,R+29.84,432
UT-04,Mia,Love,R,R+19,R+18.59,396
VT-00,Peter,Welch,D,D+16,D+16.02,78
VA-01,Rob,Wittman,R,R+6,R+5.9,257
VA-02,Scott,Rigell,R,R+2,R+1.61,208
VA-03,Bobby,Scott,D,D+27,D+27.2,31
VA-04,Randy,Forbes,R,R+3,R+3.11,225
VA-05,Robert,Hurt,R,R+5,R+5.33,253
VA-06,Bob,Goodlatte,R,R+12,R+11.68,327
VA-07,Dave,Brat,R,R+10,R+9.68,302
VA-08,Don,Beyer,D,D+16,D+16.34,75
VA-09,Morgan,Griffith,R,R+15,R+15.48,378
VA-10,Barbara,Comstock,R,R+2,R+2.47,215
VA-11,Gerry,Connolly,D,D+11,D+10.72,110
WA-01,Suzan,DelBene,D,D+4,D+3.58,172
WA-02,Rick,Larsen,D,D+9,D+8.71,126
WA-03,Jaime,Herrera Beutler,R,R+3,R+2.54,216
WA-04,Dan,Newhouse,R,R+13,R+13.29,350
WA-05,Cathy,McMorris Rodgers,R,R+7,R+6.81,268
WA-06,Derek,Kilmer,D,D+5,D+5.43,156
WA-07,Jim,McDermott,D,D+29,D+29.08,24
WA-08,Dave,Reichert,R,R+1,R+1.2,204
WA-09,Adam,Smith,D,D+17,D+17.34,70
WA-10,Denny,Heck,D,D+6,D+5.52,152
WV-01,David,McKinley,R,R+15,R+14.55,364
WV-02,Alex,Mooney,R,R+12,R+12.2,332
WV-03,Evan,Jenkins,R,R+16,R+16.46,384
WI-01,Paul,Ryan,R,R+4,R+3.65,230
WI-02,Mark,Pocan,D,D+17,D+17.23,72
WI-03,Ron,Kind,D,D+4,D+4.36,163
WI-04,Gwen,Moore,D,D+23,D+23.39,44
WI-05,Jim,Sensenbrenner,R,R+13,R+13.27,349
WI-06,Glenn,Grothman,R,R+5,R+5.15,245
WI-07,Sean,Duffy,R,R+3,R+2.57,217
WI-08,Reid,Ribble,R,R+3,R+2.71,219
WY-00,Cynthia,Lummis,R,R+22,R+22.41,416